fishid,id,light_type,reading,rep,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23,waterbody
NAR031720014,R-NAR031720014,R,CJF_3,3,8,1.3833981487641824,0.46623520757283904,0.6751915174829659,0.7829652090687644,0.9457182839086139,1.0864891650453896,1.209659951821885,1.3086216467293617,1.3833981487641824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720014,R-NAR031720014,R,LEL_1,1,7,1.4188613261512197,0.6174161630677922,0.776661124824345,0.8456928617001901,0.9192610803543992,0.9838563590526201,1.151557283202719,1.2563807563017806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720015,R-NAR031720015,R,LEL_1,1,3,0.9763992750596773,0.6737717578472192,0.7486599236770739,0.8739630069070443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720016,R-NAR031720016,R,CJF_1,1,5,0.9391955859522574,0.415731808047934,0.6062456674068751,0.7313296819282907,0.8517034983377116,0.9391955859522574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720016,R-NAR031720016,R,CJF_2,2,5,0.910369298459701,0.3891790325144645,0.592986737067229,0.7175259680994619,0.8225242291093753,0.910369298459701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720016,R-NAR031720016,R,CJF_3,3,5,0.9516949066967691,0.4309487148967259,0.6207777150955816,0.7533203227132663,0.8456677053190742,0.9516949066967691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031720016,R-NAR031720016,R,LEL_1,1,3,0.7920233583697132,0.46486700806210973,0.5862012016980895,0.6919031680088614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820001,R-NAR031820001,R,CJF_1,1,14,1.7079452745473314,0.5209468458703734,0.6919363199564322,0.8270278462862408,0.9205863276224189,1.0122380029858205,1.1076606299543006,1.1838772991762962,1.2687222141149077,1.333754009543093,1.416170277425936,1.4973295614404198,1.5692107776338697,1.655312676440841,1.7079452745473314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820001,R-NAR031820001,R,CJF_2,2,13,1.7769011858538843,0.5444760864472818,0.7102082568826985,0.8260178502340505,0.9396917565259701,1.0322391340129524,1.1339663177987143,1.233180242818896,1.3012087750587193,1.3945112959579964,1.4746104649683258,1.5459073993860237,1.6656166240631964,1.7769011858538843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820001,R-NAR031820001,R,CJF_3,3,14,1.7899910355822826,0.5681505772482972,0.737708319547066,0.8655887526053327,0.9715381883651548,1.0621558720062454,1.1654952169551254,1.2400207157894778,1.3224730997642895,1.4038814474147245,1.4894207512521174,1.5619999792559003,1.6439303450685236,1.7204021147334445,1.7899910355822826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820001,R-NAR031820001,R,LEL_1,1,11,1.496236877355892,0.569096187333401,0.6927674839593798,0.7662638929817687,0.8598030235817595,0.9443034688596318,1.0189771594706845,1.09417622964487,1.165181908170762,1.2344849255448571,1.3094213059374762,1.3694229482078855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820002,R-NAR031820002,R,LEL_1,1,7,1.4006075669033564,0.7427156742844524,0.8441993126664201,0.9139903820975769,1.0153750696973287,1.1376083919840687,1.2423939469130199,1.2934069568510083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820003,R-NAR031820003,R,LEL_1,1,0,0.761618007253071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820004,R-NAR031820004,R,CJF_1,1,4,1.114098848548611,0.4593399498828934,0.718903069398892,0.9734225848304334,1.114098848548611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820004,R-NAR031820004,R,LEL_1,1,3,1.0392258687262905,0.40247802075672245,0.6567702512480641,0.8894561263204873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820005,R-NAR031820005,R,LEL_1,1,0,0.9195607087133038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820006,R-NAR031820006,R,CJF_1,1,4,0.920296350273794,0.45239846134835143,0.6760719286414394,0.8004957183118583,0.920296350273794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820006,R-NAR031820006,R,CJF_2,2,4,0.8768738829504529,0.40190610013474504,0.6283710879624254,0.7946792775708402,0.8768738829504529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820006,R-NAR031820006,R,CJF_3,3,4,0.9228279368709936,0.4333295954618741,0.6435133840450515,0.7831706604580224,0.9228279368709936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820006,R-NAR031820006,R,LEL_1,1,3,0.8908013176025298,0.4706437563689287,0.6198303595896262,0.7916854902844386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820008,R-NAR031820008,R,LEL_1,1,2,0.7476034960211052,0.303600023520716,0.5940617707310732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820009,R-NAR031820009,R,CJF_1,1,11,1.3067918413274238,0.34560758074543346,0.5544469230729604,0.7014432196336348,0.7913535440877421,0.8760310097881684,0.9376362407356899,1.0104207891033006,1.1038989576663054,1.1662177885265534,1.2461380251119594,1.3067918413274238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820009,R-NAR031820009,R,CJF_2,2,11,1.343322693521218,0.368691695041795,0.5770039097166775,0.7411170592705871,0.8278680463392452,0.9025398026443533,0.973697581182674,1.0647861176047642,1.1412148627932668,1.2339505423886463,1.2964332222201007,1.343322693521218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820009,R-NAR031820009,R,CJF_3,3,11,1.3241194015635118,0.34409454677630985,0.5794970516906974,0.7071057537581154,0.8104083615303255,0.8927330406447694,0.9636973368611306,1.0330763045784503,1.1237499252498286,1.2034854620848476,1.259918718405042,1.3241194015635118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820009,R-NAR031820009,R,LEL_1,1,9,1.4587671373919282,0.5714149519666409,0.7094219709558902,0.8491541801876247,0.9305618480534917,1.0110659424638864,1.0548503268225164,1.144637050844229,1.2547961809995227,1.329139174558525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820010,R-NAR031820010,R,LEL_1,1,12,1.3080920142478376,0.5628310719230625,0.6609359877467705,0.730443279968859,0.783371410362829,0.8406645186478475,0.9061004162242561,0.9469122237629356,0.9919911481108942,1.0408478838591642,1.0939717364167132,1.1464105614017253,1.2189127763698289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820011,R-NAR031820011,R,CJF_2,2,6,1.2144258959010814,0.46407089811316854,0.6938346998744268,0.9090881725378832,1.026892174286968,1.1331479265023685,1.2144258959010814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031820011,R-NAR031820011,R,LEL_1,1,5,1.1917243405950746,0.5311036488764211,0.6966605417556062,0.8624785268439428,0.9941246339025652,1.094636206211203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920001,R-NAR031920001,R,LEL_1,1,18,1.5700307387400287,0.5051611053746343,0.5894655327009709,0.6885607391733735,0.7853480986617083,0.8546167407593287,0.8919959775807529,0.9455997029552123,1.02154687992238,1.0714090489058012,1.1140331111898034,1.162706576848908,1.206519342457227,1.2595634960018134,1.3265242911153672,1.376946031928664,1.4070871620506666,1.4493966585874458,1.49663641483958,NA,NA,NA,NA,NA,NAR
NAR031920002,R-NAR031920002,R,CJF_1,1,6,1.077008081723086,0.410101794549332,0.6030013656886528,0.7404522168156773,0.8751054752567987,0.9794329167375548,1.077008081723086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920002,R-NAR031920002,R,CJF_2,2,6,1.0716150905415422,0.34292405668925513,0.5735453130937245,0.746922213600467,0.8759965730633549,0.9731681276391516,1.0716150905415422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920002,R-NAR031920002,R,CJF_3,3,6,1.091196203402223,0.43152715457237834,0.5888232636594521,0.7660035870409816,0.8918930372688334,0.9872320145595878,1.091196203402223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920002,R-NAR031920002,R,LEL_1,1,6,1.1010723628688077,0.4271940805221218,0.6293109130913909,0.7730256746056666,0.8567746941445011,0.9263506465056679,1.0302711049651627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920003,R-NAR031920003,R,LEL_1,1,0,0.7198966718193246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920004,R-NAR031920004,R,LEL_1,1,6,1.362336880485083,0.7090068562054449,0.8357235120463393,0.9566720567053638,1.0511036051609066,1.1604157134615458,1.294522542227667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920005,R-NAR031920005,R,LEL_1,1,3,1.0127069925247754,0.6604541889481232,0.8077431696285282,0.9253063428745032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920006,R-NAR031920006,R,CJF_1,1,9,1.4336203605555882,0.4818182546754379,0.6890172226987558,0.8364371716620878,0.9597469063021457,1.0831945474708473,1.1936491573478911,1.283607342893103,1.3638827862849194,1.4336203605555882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920006,R-NAR031920006,R,CJF_2,2,9,1.410265938278214,0.46285620103153796,0.6747633961417598,0.8187725619996196,0.9497053895497382,1.0683441765390982,1.1884963180845378,1.254880992780821,1.3302098316393351,1.410265938278214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920006,R-NAR031920006,R,CJF_3,3,9,1.4110425057196758,0.4338983694186285,0.6479551649828709,0.7953298028267469,0.9072397322545807,1.0409947879469357,1.1552237170564397,1.251976545154326,1.3157054306590277,1.4110425057196758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920006,R-NAR031920006,R,LEL_1,1,7,1.4550688928890052,0.14366194598525983,0.2370376276063355,0.3216917406708152,0.4304674124296939,0.5620685790677544,0.7052120995269274,0.8542564032781788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920007,R-NAR031920007,R,LEL_1,1,0,0.7056712018104158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920008,R-NAR031920008,R,CJF_1,1,4,0.9499437826136411,0.4184118364669535,0.6409210376546602,0.7788666132945316,0.9499437826136411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920008,R-NAR031920008,R,CJF_2,2,3,1.0072128178437847,0.4867515806561461,0.7026365316024333,1.0072128178437847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920008,R-NAR031920008,R,CJF_3,3,4,0.9504546339101636,0.4288059603196214,0.6779399273509689,0.8219452691053492,0.9504546339101636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920008,R-NAR031920008,R,LEL_1,1,3,0.9608191146041227,0.1563409619485687,0.28142220810509044,0.3591662512859913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920009,R-NAR031920009,R,LEL_1,1,1,0.9756103688622544,0.7121301998204913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920010,R-NAR031920010,R,LEL_1,1,5,0.9177669253943445,0.45422036794481274,0.5644823830297883,0.6972428952243932,0.7858371191023927,0.8527635517734168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920011,R-NAR031920011,R,CJF_1,1,8,1.2035186296096463,0.44840348848767314,0.6493359613589853,0.7552783734976538,0.8656180494363,0.9518951987568287,1.0335302357138587,1.124123032646525,1.2035186296096463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920011,R-NAR031920011,R,CJF_2,2,8,1.1591196145577967,0.45989043398262197,0.6267320647856469,0.7387325873340654,0.8534224329128309,0.9345991456733641,1.018316774667788,1.1128838998759685,1.1591196145577967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920011,R-NAR031920011,R,CJF_3,3,8,1.1768824264299798,0.4329823306919579,0.6240132935143877,0.7461471796882115,0.8636482569057949,0.9392172648770365,1.0303078989158057,1.1013827389866695,1.1768824264299798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920011,R-NAR031920011,R,LEL_1,1,7,1.2314031313105445,0.6180949599124431,0.680632600051401,0.8081547106071209,0.9181805704094332,0.9950785760914135,1.081811725569604,1.1781184520764765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920012,R-NAR031920012,R,LEL_1,1,5,1.020271260560927,0.44451355058985376,0.5305335948632519,0.6301023971614862,0.7210180229601793,0.7837424712971098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920013,R-NAR031920013,R,LEL_1,1,2,0.9381406249890418,0.6211545924406092,0.7855958984877788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920014,R-NAR031920014,R,LEL_1,1,2,0.8043173551201899,0.14568803106252282,0.2876735338566505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920015,R-NAR031920015,R,LEL_1,1,9,1.3412146748158047,0.44148948946727073,0.5683658390728419,0.6846201396828048,0.7591820426345411,0.8692084058348778,0.9301035156781924,1.0242141399814952,1.1158335893209494,1.2351326340437265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920016,R-NAR031920016,R,CJF_1,1,15,1.6544723263618781,0.3595186603103761,0.5965205520293401,0.7253511539868848,0.836014913736236,0.9204250802159993,1.011703315561959,1.093011670956191,1.1618025708132282,1.2205684851210021,1.2855380215998384,1.363744565908539,1.436911064643841,1.5145082678549429,1.5794778043337792,1.6544723263618781,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920016,R-NAR031920016,R,CJF_2,2,15,1.6948249986166453,0.38023488568005803,0.6211441283766908,0.7611565688105147,0.8716697454365209,0.9618662021198855,1.0498935063131452,1.122448329448729,1.198979730473237,1.262966703787309,1.3222903017620578,1.4120529279474012,1.4680867454836248,1.5285309714067934,1.6182935975921373,1.6948249986166453,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920016,R-NAR031920016,R,CJF_3,3,15,1.6626103312968288,0.38498680829288967,0.6314248065830039,0.7633648694047555,0.8560601456813827,0.9501636329551243,1.0435630147303085,1.1039063549686114,1.189004675239883,1.2518803341466374,1.314051887554835,1.3929614628178644,1.4703269282367741,1.532498481644972,1.5946700350531695,1.6626103312968288,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920016,R-NAR031920016,R,LEL_1,1,12,1.4990516144254797,0.48355502482431556,0.5933505782954733,0.6876067729203875,0.785621686171284,0.8781204902452244,0.9435487692081103,1.0187508238848335,1.0844285768031687,1.1686559853273812,1.2330808320370554,1.3137989958907355,1.3977769304594991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920017,R-NAR031920017,R,CJF_1,1,4,0.9377745584211782,0.4069214778845649,0.6150246768368879,0.7832358441940575,0.9377745584211782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920017,R-NAR031920017,R,CJF_2,2,4,0.9153375737520366,0.409107170746288,0.6147585136097823,0.7481924447453139,0.9153375737520366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920017,R-NAR031920017,R,CJF_3,3,4,0.9628164534884294,0.4615382096429539,0.6496264933118836,0.8049470452983927,0.9628164534884294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920017,R-NAR031920017,R,LEL_1,1,3,0.8535229050061296,0.36153131368055264,0.5400223045407825,0.6841305780660842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920018,R-NAR031920018,R,CJF_1,1,9,1.2762135859119663,0.36699893777401466,0.5796490444151887,0.7296953266851262,0.7956250402693046,0.8693491203255889,0.9595556287779177,1.0445658929155095,1.135666096819671,1.2762135859119663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920018,R-NAR031920018,R,CJF_2,2,9,1.3257410612245975,0.6222561751878498,0.7416151619815167,0.84150526187027,0.9280435301302759,1.0031551857030079,1.077894267583601,1.164432535843607,1.256342711995503,1.3257410612245975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920018,R-NAR031920018,R,CJF_3,3,10,1.2549292242776766,0.3541979168807609,0.5587086117871266,0.6902337392713968,0.7813310324754504,0.8587224574465118,0.9463555070611921,1.0357710471787256,1.1002471117518877,1.1681370512062559,1.2549292242776766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920018,R-NAR031920018,R,LEL_1,1,7,1.051922593507884,0.4401771435693913,0.5526250693153014,0.6214792853125763,0.6903335013098518,0.7840301460464614,0.8726508343413761,0.9367276507864736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920019,R-NAR031920019,R,LEL_1,1,8,0.986093742203023,0.07936254575098049,0.15709407521563334,0.19889135528809987,0.2600097382381718,0.34271006247463304,0.3840602245928644,0.44925316640627294,0.5757219467003674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920020,R-NAR031920020,R,LEL_1,1,11,1.2767997139065377,0.4429827826389816,0.5194000687289702,0.5982465605920193,0.6864435354983331,0.7784233074548761,0.8408681237711053,0.9073971195698706,0.9902628332987853,1.052471224799383,1.1185273709668653,1.1944068498089002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920021,R-NAR031920021,R,CJF_1,1,13,1.53758206238915,0.4819795873176358,0.548466942036203,0.6793982248061448,0.8148734831852933,0.9412822841028192,1.0334471880842555,1.1080007806876402,1.1780103976818175,1.2580866917144238,1.320030070823784,1.3996062550679875,1.4771390126449977,1.53758206238915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920021,R-NAR031920021,R,CJF_2,2,13,1.5039045565699312,0.41532490433629243,0.5360914982578997,0.648393973292967,0.7710817099557775,0.8831076988665436,0.9844790700897181,1.0637188776292597,1.134487436217807,1.2129049154488971,1.2850416445300448,1.3541726765661442,1.4202980115571957,1.5039045565699312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920021,R-NAR031920021,R,CJF_3,3,13,1.5572365698839672,0.47807003094108275,0.6019756291404217,0.7080231581050853,0.8420885605158301,0.9392070548631559,1.0398879748420071,1.1164650954617517,1.1950222236635057,1.27159934428325,1.3380166606915886,1.4145937813113323,1.4811869219473945,1.5572365698839672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920021,R-NAR031920021,R,LEL_1,1,11,1.6003230700355082,0.10006567558329207,0.18489751207652136,0.26972934856975106,0.3511986757278672,0.4303408740941973,0.5117589277112873,0.579624396905871,0.7085277695427578,0.8550433836025217,0.9217196516306986,0.9901284478674588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920022,R-NAR031920022,R,CJF_1,1,6,0.9943048592122384,0.3201305509996536,0.5687397053474328,0.721943151884583,0.8259262012371797,0.9189567201561674,0.9943048592122384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920022,R-NAR031920022,R,CJF_2,2,6,0.8894535687164047,0.31285000327514356,0.46214508433452345,0.602934266140322,0.7340400389840427,0.8205761856713207,0.8894535687164047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920022,R-NAR031920022,R,CJF_3,3,6,0.994919798249082,0.3858510371558404,0.5715292559632708,0.7255030911310079,0.8521386723519657,0.9422989878655088,0.994919798249082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920022,R-NAR031920022,R,LEL_1,1,4,0.9364962217782042,0.5823907688834642,0.6884539080231145,0.7935035444077775,0.8795246539291806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920023,R-NAR031920023,R,CJF_1,1,5,0.890486524634676,0.32865307732323495,0.5660064067857787,0.7058222283221683,0.8138138140802147,0.890486524634676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920023,R-NAR031920023,R,CJF_2,2,5,0.9551993135401369,0.39867148543697983,0.621805681798357,0.7357911572419684,0.8616177504772027,0.9551993135401369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920023,R-NAR031920023,R,CJF_3,3,5,0.9247393392535548,0.34814666789337695,0.5834806078318738,0.735612945523793,0.8252962150101134,0.9247393392535548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920023,R-NAR031920023,R,LEL_1,1,2,0.772823990282133,0.5484214244615736,0.6531801834487493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920024,R-NAR031920024,R,LEL_1,1,2,0.7446762112843611,0.3903544950224834,0.5762128449376134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920025,R-NAR031920025,R,CJF_1,1,6,1.0694185501107432,0.5338433954422457,0.7013822786566316,0.8129849012551037,0.9067675901330513,0.9955599042936165,1.0694185501107432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920025,R-NAR031920025,R,CJF_2,2,6,1.0685110423551545,0.5325312447112607,0.7100299801524782,0.8114678399439194,0.9205808301593031,1.013176522688786,1.0685110423551545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920025,R-NAR031920025,R,CJF_3,3,6,1.0930835070380889,0.5469721005060855,0.7178654541785878,0.830022748575127,0.9141783844502557,1.005334434955736,1.0930835070380889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR031920025,R-NAR031920025,R,LEL_1,1,5,0.920011334677612,0.4500355215795972,0.561208134626144,0.6712397344912471,0.7496188654865465,0.834725100953627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020001,R-NAR032020001,R,LEL_1,1,0,0.5941404767283176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020002,R-NAR032020002,R,LEL_1,1,3,0.9022669414695664,0.5305157905943482,0.6664252003115416,0.7884376481031191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020003,R-NAR032020003,R,LEL_1,1,4,0.8962626978753575,0.13339988277554907,0.22231142410745403,0.3684129556447032,0.5069941625601792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020004,R-NAR032020004,R,LEL_1,1,2,0.9001071389817168,0.6326503170616494,0.7529934214483334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020005,R-NAR032020005,R,CJF_1,1,3,0.8086600568017337,0.47961338197117864,0.6548190657778465,0.8086600568017337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020005,R-NAR032020005,R,CJF_2,2,3,0.8408137802691672,0.5110414723672158,0.6856147156092229,0.8408137802691672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020005,R-NAR032020005,R,CJF_3,3,3,0.9150267307153317,0.5694310068066352,0.74587025733364265,0.9150267307153317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032020005,R-NAR032020005,R,LEL_1,1,3,0.9358017494069856,0.46659981751211754,0.6488825477955271,0.7803040599364319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
